name,country,gross,runtime,rating,released,year,month,y2,T_year,adj_gross,school
The Scorpion King,USA,91047077,92,PG-13,4/19/2002,2002,4,2002,TRUE,121467125.1,Session
Punch-Drunk Love,USA,17844216,95,R,11/1/2002,2002,11,2002,TRUE,23806207.61,Session
Ghost Ship,USA,30113491,91,R,10/25/2002,2002,10,2002,TRUE,40174811.75,Session
The Sweetest Thing,USA,24718164,88,R,4/12/2002,2002,4,2002,TRUE,32976833.73,Session
Solaris,USA,14970038,99,PG-13,11/27/2002,2002,11,2002,TRUE,19971728.24,Session
Life or Something Like It,USA,14448589,103,PG-13,4/26/2002,2002,4,2002,TRUE,19276056.14,Session
Queen of the Damned,USA,30336800,101,R,2/22/2002,2002,2,2002,TRUE,40472731.28,Session
The Mothman Prophecies,USA,35746370,119,PG-13,1/25/2002,2002,1,2002,TRUE,47689711.09,Session
Two Weeks Notice,USA,93354851,101,PG-13,12/20/2002,2002,12,2002,TRUE,124545957.3,Break
Enough,USA,40007742,115,PG-13,5/24/2002,2002,5,2002,TRUE,53374864.56,Break
The Good Girl,USA,14015786,93,R,8/30/2002,2002,8,2002,TRUE,18698647.86,Break
Spirit: Stallion of the Cimarron,USA,73280117,83,G,5/24/2002,2002,5,2002,TRUE,97763985.77,Break
The Time Machine,USA,56684819,96,PG-13,3/8/2002,2002,3,2002,TRUE,75623976.4,Session
Halloween: Resurrection,USA,30354442,94,R,7/12/2002,2002,7,2002,TRUE,40496267.71,Break
Blue Crush,USA,40390647,104,PG-13,8/16/2002,2002,8,2002,TRUE,53885703.25,Break
Windtalkers,USA,40914068,134,R,6/14/2002,2002,6,2002,TRUE,54584006.22,Break
Collateral Damage,USA,40077257,108,R,2/8/2002,2002,2,2002,TRUE,53467605.45,Session
Mr. Deeds,USA,126293452,96,PG-13,6/28/2002,2002,6,2002,TRUE,168489786.2,Break
The Sum of All Fears,USA,118907036,124,PG-13,5/31/2002,2002,5,2002,TRUE,158635469.6,Break
Maid in Manhattan,USA,94011225,105,PG-13,12/13/2002,2002,12,2002,TRUE,125421634.7,Break
John Q,USA,71756802,116,PG-13,2/15/2002,2002,2,2002,TRUE,95731710.83,Session
Bad Company,USA,30160161,116,PG-13,6/7/2002,2002,6,2002,TRUE,40237074.83,Break
High Crimes,USA,41543207,115,PG-13,4/5/2002,2002,4,2002,TRUE,55423348.99,Session
Tuck Everlasting,USA,19158074,90,PG,10/11/2002,2002,10,2002,TRUE,25559043.17,Session
Spy Kids 2: Island of Lost Dreams,USA,85846429,100,PG,8/7/2002,2002,8,2002,TRUE,114528871,Break
Moonlight Mile,USA,6835856,112,PG-13,10/4/2002,2002,10,2002,TRUE,9119807.065,Session
Murder by Numbers,USA,31874869,115,R,4/19/2002,2002,4,2002,TRUE,42524689.74,Session
Eight Crazy Nights,USA,23443124,76,PG-13,11/27/2002,2002,11,2002,TRUE,31275785.78,Session
Friday After Next,USA,32983713,85,R,11/22/2002,2002,11,2002,TRUE,44004013.37,Session
Crossroads,USA,37191304,93,PG-13,2/15/2002,2002,2,2002,TRUE,49617416.89,Session
One Hour Photo,USA,31597131,96,R,9/13/2002,2002,9,2002,TRUE,42154155.75,Session
Eight Legged Freaks,USA,17322606,99,PG-13,7/17/2002,2002,7,2002,TRUE,23110320.72,Break
40 Days and 40 Nights,USA,37950822,96,R,3/1/2002,2002,3,2002,TRUE,50630700.03,Session
Big Fat Liar,USA,47811275,88,PG,2/8/2002,2002,2,2002,TRUE,63785662.47,Session
The Tuxedo,USA,50547998,98,PG-13,9/27/2002,2002,9,2002,TRUE,67436761.29,Session
S1m0ne,USA,9680913,117,PG-13,8/23/2002,2002,8,2002,TRUE,12915435.72,Break
Trapped,USA,62536,106,R,9/20/2002,2002,9,2002,TRUE,83430.11535,Session
The New Guy,USA,28972187,88,PG-13,5/10/2002,2002,5,2002,TRUE,38652182.8,Break
The Rookie,USA,75600072,127,G,3/29/2002,2002,3,2002,TRUE,100859068.8,Session
Undisputed,USA,12398628,100,R,8/23/2002,2002,8,2002,TRUE,16541175.71,Break
Kung Pow: Enter the Fist,USA,16033556,81,PG-13,1/25/2002,2002,1,2002,TRUE,21390581.85,Session
White Oleander,USA,16346122,109,PG-13,10/11/2002,2002,10,2002,TRUE,21807580.34,Session
The Santa Clause 2,USA,139236327,104,G,11/1/2002,2002,11,2002,TRUE,185757049.1,Session
Changing Lanes,USA,66818548,98,R,4/12/2002,2002,4,2002,TRUE,89143520.01,Session
Paid in Full,USA,3042188,97,R,10/25/2002,2002,10,2002,TRUE,4058623.765,Session
Below,USA,605562,105,R,10/18/2002,2002,10,2002,TRUE,807888.3765,Session
Clockstoppers,USA,36985501,94,PG,3/29/2002,2002,3,2002,TRUE,49342852.35,Session
Big Trouble,USA,7262288,85,PG-13,4/5/2002,2002,4,2002,TRUE,9688715.709,Session
Hollywood Ending,USA,4839383,112,PG-13,5/3/2002,2002,5,2002,TRUE,6456285.69,Break
Swimfan,USA,28563926,85,PG-13,9/6/2002,2002,9,2002,TRUE,38107516.33,Session
Drumline,USA,56398162,118,PG-13,12/13/2002,2002,12,2002,TRUE,75241543.45,Break
Blood Work,USA,26199517,110,R,8/9/2002,2002,8,2002,TRUE,34953126.61,Break
Barbershop,USA,75782105,102,PG-13,9/13/2002,2002,9,2002,TRUE,101101921.5,Session
Like Mike,USA,51432423,99,PG,7/3/2002,2002,7,2002,TRUE,68616684.53,Break
Showtime,USA,38082712,95,PG-13,3/15/2002,2002,3,2002,TRUE,50806656.25,Session
I Spy,USA,33105600,97,PG-13,11/1/2002,2002,11,2002,TRUE,44166624.45,Session
The Salton Sea,USA,764554,103,R,5/17/2002,2002,5,2002,TRUE,1020001.734,Break
The Master of Disguise,USA,40363530,80,PG,8/2/2002,2002,8,2002,TRUE,53849526.1,Break
Hart's War,USA,19076815,125,R,2/15/2002,2002,2,2002,TRUE,25450634.45,Session
Undercover Brother,USA,38230435,86,PG-13,5/31/2002,2002,5,2002,TRUE,51003735.48,Break
Divine Secrets of the Ya-Ya Sisterhood,USA,69599016,116,PG-13,6/7/2002,2002,6,2002,TRUE,92852979.62,Break
The Adventures of Pluto Nash,USA,4420080,95,PG-13,8/16/2002,2002,8,2002,TRUE,5896887.941,Break
Stuart Little 2,USA,64956806,77,PG,7/19/2002,2002,7,2002,TRUE,86659745.07,Break
Rollerball,USA,18990798,98,R,2/8/2002,2002,2,2002,TRUE,25335878.02,Session
Waking Up in Reno,USA,267109,91,R,12/13/2002,2002,12,2002,TRUE,356353.6952,Break
Dragonfly,USA,30063805,104,PG-13,2/22/2002,2002,2,2002,TRUE,40108525,Session
Sorority Boys,USA,10198766,93,R,3/22/2002,2002,3,2002,TRUE,13606310.35,Session
They,USA,12840842,89,PG-13,11/27/2002,2002,11,2002,TRUE,17131139.33,Session
Peter Pan II: Return to Neverland,USA,48430258,72,G,2/15/2002,2002,2,2002,TRUE,64611455.99,Session
Abandon,USA,10727683,99,PG-13,10/18/2002,2002,10,2002,TRUE,14311945.6,Session
Real Women Have Curves,USA,5844929,90,PG-13,11/8/2002,2002,11,2002,TRUE,7797798.08,Session
The Country Bears,USA,16988996,88,G,7/26/2002,2002,7,2002,TRUE,22665247.15,Break
Ballistic: Ecks vs. Sever,USA,14294842,91,R,9/20/2002,2002,9,2002,TRUE,19070940.21,Session
Analyze That,USA,32122249,96,R,12/6/2002,2002,12,2002,TRUE,42854722.71,Break
Gerry,USA,236266,103,R,9/20/2002,2002,9,2002,TRUE,315205.6357,Session
Auto Focus,USA,2062066,105,R,11/1/2002,2002,11,2002,TRUE,2751029.875,Session
New Best Friend,USA,28658,91,R,4/12/2002,2002,4,2002,TRUE,38233.02171,Session
The Emperor's Club,USA,14060950,109,PG-13,11/22/2002,2002,11,2002,TRUE,18758901.76,Session
Possession,USA,10103647,102,PG-13,8/30/2002,2002,8,2002,TRUE,13479410.81,Break
Deuces Wild,USA,6044618,96,R,5/3/2002,2002,5,2002,TRUE,8064205.85,Break
Igby Goes Down,USA,4681503,98,R,10/4/2002,2002,10,2002,TRUE,6245655.867,Session
City by the Sea,USA,22433915,108,R,9/6/2002,2002,9,2002,TRUE,29929386.53,Session
Full Frontal,USA,2506446,101,R,8/2/2002,2002,8,2002,TRUE,3343883.186,Break
Half Past Dead,USA,15361537,98,PG-13,11/15/2002,2002,11,2002,TRUE,20494032.3,Session
Brown Sugar,USA,27362712,109,PG-13,10/11/2002,2002,10,2002,TRUE,36504960.64,Session
All About the Benjamins,USA,25482931,95,R,3/8/2002,2002,3,2002,TRUE,33997119.62,Session
The Banger Sisters,USA,30307416,100,R,9/20/2002,2002,9,2002,TRUE,40433529.69,Session
The Slaughter Rule,USA,13134,112,R,1/11/2002,2002,1,2002,TRUE,17522.24535,Session
Roger Dodger,USA,1266828,106,R,11/22/2002,2002,11,2002,TRUE,1690092.206,Session
The Powerpuff Girls Movie,USA,11411644,73,PG,7/3/2002,2002,7,2002,TRUE,15224427.13,Break
The Wild Thornberrys Movie,USA,40108697,85,PG,12/20/2002,2002,12,2002,TRUE,53509549.98,Break
Welcome to Collinwood,USA,333976,86,R,10/18/2002,2002,10,2002,TRUE,445561.8557,Session
State Property,USA,2099719,88,R,1/18/2002,2002,1,2002,TRUE,2801263.246,Session
Juwanna Mann,USA,13571817,91,PG-13,6/21/2002,2002,6,2002,TRUE,18106342.87,Break
Empire,USA,17504595,90,R,12/6/2002,2002,12,2002,TRUE,23353114.69,Break
Hey Arnold! The Movie,USA,13684949,76,PG,6/28/2002,2002,6,2002,TRUE,18257273.79,Break
Pirates of the Caribbean: The Curse of the Black Pearl,USA,305413918,143,PG-13,7/9/2003,2003,7,2003,TRUE,398377599,Break
Kill Bill: Vol. 1,USA,70099045,111,R,10/10/2003,2003,10,2003,TRUE,91436203.77,Session
The Lord of the Rings: The Return of the King,USA,377845905,201,PG-13,12/17/2003,2003,12,2003,TRUE,492856859.4,Break
Jeepers Creepers II,USA,35667218,100,R,8/29/2003,2003,8,2003,TRUE,46523815.17,Break
Mystic River,USA,90135191,138,R,10/15/2003,2003,10,2003,TRUE,117571069.5,Session
Hulk,USA,132177234,138,PG-13,6/20/2003,2003,6,2003,TRUE,172410116.3,Break
Finding Nemo,USA,380843261,100,G,5/30/2003,2003,5,2003,TRUE,496766568.2,Break
Lost in Translation,USA,44585453,102,R,10/3/2003,2003,10,2003,TRUE,58156634.88,Session
The Texas Chainsaw Massacre,USA,80571655,98,R,10/17/2003,2003,10,2003,TRUE,105096528.3,Session
Thirteen,USA,4599680,100,R,9/19/2003,2003,9,2003,TRUE,5999757.597,Session
Wrong Turn,USA,15417771,84,R,5/30/2003,2003,5,2003,TRUE,20110722.63,Break
Cheaper by the Dozen,USA,138614544,98,PG,12/25/2003,2003,12,2003,TRUE,180806852.5,Break
The Matrix Reloaded,USA,281492479,138,R,5/15/2003,2003,5,2003,TRUE,367174812,Break
Holes,USA,67406573,117,PG,4/18/2003,2003,4,2003,TRUE,87924181.34,Session
Underworld,USA,51970690,121,R,9/19/2003,2003,9,2003,TRUE,67789833.67,Session
Daredevil,USA,431881,103,PG-13,2/14/2003,2003,2,2003,TRUE,563339.4737,Session
The Last Samurai,USA,111110575,154,R,12/5/2003,2003,12,2003,TRUE,144931064,Break
School of Rock,USA,81261177,108,PG-13,10/3/2003,2003,10,2003,TRUE,105995931,Session
Terminator 3: Rise of the Machines,USA,150371112,109,R,7/2/2003,2003,7,2003,TRUE,196141953.7,Break
The Italian Job,USA,106128601,111,PG-13,5/30/2003,2003,5,2003,TRUE,138432647.5,Break
Identity,USA,52159536,90,R,4/25/2003,2003,4,2003,TRUE,68036161.72,Session
Freddy vs. Jason,USA,82622655,97,R,8/15/2003,2003,8,2003,TRUE,107771823.7,Break
Old School,USA,75585093,88,R,2/21/2003,2003,2,2003,TRUE,98592127.26,Session
2 Fast 2 Furious,USA,127154901,107,PG-13,6/6/2003,2003,6,2003,TRUE,165859056.1,Break
The League of Extraordinary Gentlemen,USA,66465204,110,PG-13,7/11/2003,2003,7,2003,TRUE,86696272.92,Break
House of 1000 Corpses,USA,12634962,89,R,4/11/2003,2003,4,2003,TRUE,16480865.9,Session
Dreamcatcher,USA,33715436,136,R,3/21/2003,2003,3,2003,TRUE,43977938.3,Session
Lara Croft Tomb Raider: The Cradle of Life,USA,65660196,117,PG-13,7/25/2003,2003,7,2003,TRUE,85646231.86,Break
Bruce Almighty,USA,242829261,101,PG-13,5/23/2003,2003,5,2003,TRUE,316743056.8,Break
Master and Commander: The Far Side of the World,USA,93927920,138,PG-13,11/14/2003,2003,11,2003,TRUE,122518251.6,Session
Open Range,USA,58331254,139,R,8/15/2003,2003,8,2003,TRUE,76086463.47,Break
The Rundown,USA,47726342,104,PG-13,9/26/2003,2003,9,2003,TRUE,62253566.11,Session
Elf,USA,173398518,97,PG,11/7/2003,2003,11,2003,TRUE,226178576.7,Session
How to Lose a Guy in 10 Days,USA,105813373,116,PG-13,2/7/2003,2003,2,2003,TRUE,138021468.6,Session
The Cat in the Hat,USA,101149285,82,PG,11/21/2003,2003,11,2003,TRUE,131937698.1,Session
Freaky Friday,USA,110230332,97,PG,8/6/2003,2003,8,2003,TRUE,143782887.5,Break
Charlie's Angels: Full Throttle,USA,100830111,106,PG-13,6/27/2003,2003,6,2003,TRUE,131521372,Break
Bad Boys II,USA,138608444,147,R,7/18/2003,2003,7,2003,TRUE,180798895.8,Break
American Wedding,USA,104565114,96,R,8/1/2003,2003,8,2003,TRUE,136393257.2,Break
Secondhand Lions,USA,41407470,111,PG,9/19/2003,2003,9,2003,TRUE,54011318.76,Session
Final Destination 2,USA,46961214,90,R,1/31/2003,2003,1,2003,TRUE,61255543.96,Session
The Life of David Gale,USA,19593740,130,R,2/21/2003,2003,2,2003,TRUE,25557797.59,Session
The Lizzie McGuire Movie,USA,42672630,94,PG,5/2/2003,2003,5,2003,TRUE,55661575.59,Break
Once Upon a Time in Mexico,USA,56359780,102,R,9/12/2003,2003,9,2003,TRUE,73514900.64,Session
The Core,USA,31186896,135,PG-13,3/28/2003,2003,3,2003,TRUE,40679746.46,Session
Scary Movie 3,USA,110003217,84,PG-13,10/24/2003,2003,10,2003,TRUE,143486641.9,Session
Mona Lisa Smile,USA,63860942,117,PG-13,12/19/2003,2003,12,2003,TRUE,83299310.36,Break
Anger Management,USA,135645823,106,PG-13,4/11/2003,2003,4,2003,TRUE,176934494.8,Session
Down with Love,USA,20298207,101,PG-13,5/16/2003,2003,5,2003,TRUE,26476694.39,Break
Under the Tuscan Sun,USA,43610723,113,PG-13,9/26/2003,2003,9,2003,TRUE,56885210.84,Session
Tears of the Sun,USA,43734876,121,R,3/7/2003,2003,3,2003,TRUE,57047154.26,Session
Hollywood Homicide,USA,30013346,116,PG-13,6/13/2003,2003,6,2003,TRUE,39148984.42,Break
Spy Kids 3: Game Over,USA,111761982,84,PG,7/25/2003,2003,7,2003,TRUE,145780750.1,Break
Sinbad: Legend of the Seven Seas,USA,26483452,85,PG,7/2/2003,2003,7,2003,TRUE,34544640.57,Break
What a Girl Wants,USA,35990505,105,PG,4/4/2003,2003,4,2003,TRUE,46945506.16,Session
The Missing,USA,26900336,137,R,11/26/2003,2003,11,2003,TRUE,35088418.16,Session
Something's Gotta Give,USA,124728738,128,PG-13,12/12/2003,2003,12,2003,TRUE,162694403.4,Break
Gothika,USA,59694580,98,R,11/21/2003,2003,11,2003,TRUE,77864766.64,Session
S.W.A.T.,USA,116934650,117,PG-13,8/8/2003,2003,8,2003,TRUE,152527905.1,Break
Agent Cody Banks,USA,47811138,102,PG,3/14/2003,2003,3,2003,TRUE,62364172.82,Session
The Haunted Mansion,USA,75847266,100,PG,11/26/2003,2003,11,2003,TRUE,98934102.02,Session
Bad Santa,USA,60060328,91,R,11/26/2003,2003,11,2003,TRUE,78341843.16,Session
View from the Top,USA,15589458,87,PG-13,3/21/2003,2003,3,2003,TRUE,20334668.73,Session
Paycheck,USA,53790451,119,PG-13,12/25/2003,2003,12,2003,TRUE,70163504.2,Break
Matchstick Men,USA,36906460,116,PG-13,9/12/2003,2003,9,2003,TRUE,48140264.92,Session
Daddy Day Care,USA,104297061,92,PG,5/9/2003,2003,5,2003,TRUE,136043612.6,Break
The Recruit,USA,52802140,115,PG-13,1/31/2003,2003,1,2003,TRUE,68874365.3,Session
Elephant,USA,1227000,81,R,11/14/2003,2003,11,2003,TRUE,1600481.462,Session
Tierra de osos,USA,85336277,85,G,10/31/2003,2003,10,2003,TRUE,111311433.9,Session
Cold Creek Manor,USA,21384035,118,R,9/19/2003,2003,9,2003,TRUE,27893033.09,Session
A Man Apart,USA,26183197,109,R,4/4/2003,2003,4,2003,TRUE,34152992.19,Session
Malibu's Most Wanted,USA,34308901,100,PG-13,4/18/2003,2003,4,2003,TRUE,44752045.66,Session
Bringing Down the House,USA,132716677,105,PG-13,3/7/2003,2003,3,2003,TRUE,173113758.1,Session
Timeline,USA,19481943,116,PG-13,11/26/2003,2003,11,2003,TRUE,25411971.16,Session
Out of Time,USA,40905277,105,PG-13,10/3/2003,2003,10,2003,TRUE,53356265.31,Session
Runaway Jury,USA,49443628,127,PG-13,10/17/2003,2003,10,2003,TRUE,64493569.7,Session
Stuck on You,USA,33832741,118,PG-13,12/12/2003,2003,12,2003,TRUE,44130949.29,Break
Kangaroo Jack,USA,66934963,89,PG,1/17/2003,2003,1,2003,TRUE,87309019.92,Session
Intolerable Cruelty,USA,35327628,100,PG-13,10/10/2003,2003,10,2003,TRUE,46080858.77,Session
Darkness Falls,USA,32551396,86,PG-13,1/24/2003,2003,1,2003,TRUE,42459580.98,Session
Honey,USA,30222640,94,PG-13,12/5/2003,2003,12,2003,TRUE,39421984.56,Break
Gigli,USA,6068735,121,R,8/1/2003,2003,8,2003,TRUE,7915972.18,Break
The Order,USA,7659747,102,R,9/5/2003,2003,9,2003,TRUE,9991265.751,Session
The Hunted,USA,34238611,94,R,3/14/2003,2003,3,2003,TRUE,44660360.38,Session
Dumb and Dumberer: When Harry Met Lloyd,USA,26276465,85,PG-13,6/13/2003,2003,6,2003,TRUE,34274649.65,Break
Just Married,USA,56127162,95,PG-13,1/10/2003,2003,1,2003,TRUE,73211477.01,Session
Shanghai Knights,USA,60476872,114,PG-13,2/7/2003,2003,2,2003,TRUE,78885177.27,Session
"Legally Blonde 2: Red, White & Blonde",USA,90186328,95,PG-13,7/2/2003,2003,7,2003,TRUE,117637771.9,Break
Seabiscuit,USA,120277854,140,PG-13,7/25/2003,2003,7,2003,TRUE,156888733.2,Break
Uptown Girls,USA,36922190,92,PG-13,8/15/2003,2003,8,2003,TRUE,48160782.91,Break
Grind,USA,5111630,105,PG-13,8/15/2003,2003,8,2003,TRUE,6667537.942,Break
The Station Agent,USA,5739376,89,R,12/5/2003,2003,12,2003,TRUE,7486360.955,Break
Cradle 2 the Grave,USA,34604054,101,R,2/28/2003,2003,2,2003,TRUE,45137039.07,Session
Radio,USA,52277485,109,PG,10/24/2003,2003,10,2003,TRUE,68190012.73,Session
Love Don't Cost a Thing,USA,21897389,100,PG-13,12/12/2003,2003,12,2003,TRUE,28562644.79,Break
National Security,USA,35764982,88,PG-13,1/17/2003,2003,1,2003,TRUE,46651337.15,Session
Gods and Generals,USA,12870569,219,PG-13,2/21/2003,2003,2,2003,TRUE,16788188.34,Session
Chasing Papi,USA,6126237,80,PG,4/16/2003,2003,4,2003,TRUE,7990976.976,Session
Shattered Glass,USA,2220008,94,PG-13,11/26/2003,2003,11,2003,TRUE,2895747.066,Session
A Guy Thing,USA,15408822,101,PG-13,1/17/2003,2003,1,2003,TRUE,20099049.68,Session
The Divorce,USA,9074550,100,PG-13,8/29/2003,2003,8,2003,TRUE,11836714.79,Break
Camp,USA,1628154,114,PG-13,8/29/2003,2003,8,2003,TRUE,2123741.071,Break
From Justin to Kelly,USA,4922166,81,PG,6/20/2003,2003,6,2003,TRUE,6420403.778,Break
Party Monster,USA,728253,98,R,10/17/2003,2003,10,2003,TRUE,949922.9227,Session
Anything Else,USA,3203044,108,R,9/19/2003,2003,9,2003,TRUE,4178005.333,Session
Bulletproof Monk,USA,23020488,104,PG-13,4/16/2003,2003,4,2003,TRUE,30027599.26,Session
The In-Laws,USA,20440627,100,PG-13,5/23/2003,2003,5,2003,TRUE,26662465.02,Break
Rugrats Go Wild,USA,39399750,100,PG,6/13/2003,2003,6,2003,TRUE,51392477.16,Break
Head of State,USA,37788228,95,PG-13,3/28/2003,2003,3,2003,TRUE,49290430.64,Session
Dickie Roberts: Former Child Star,USA,22734486,98,PG-13,9/5/2003,2003,9,2003,TRUE,29654542.29,Session
All the Real Girls,USA,548712,108,R,8/1/2003,2003,8,2003,TRUE,715732.1793,Break
Confidence,USA,12212417,97,R,4/25/2003,2003,4,2003,TRUE,15929704.17,Session
A Mighty Wind,USA,17508936,91,PG-13,5/9/2003,2003,5,2003,TRUE,22838408.71,Break
Biker Boyz,USA,21701045,110,PG-13,1/31/2003,2003,1,2003,TRUE,28306536.45,Session
American Splendor,USA,6003587,101,R,9/12/2003,2003,9,2003,TRUE,7830994.05,Session
It Runs in the Family,USA,7375836,100,PG-13,4/25/2003,2003,4,2003,TRUE,9620936.255,Session
The Shape of Things,USA,732241,96,R,5/16/2003,2003,5,2003,TRUE,955124.8135,Break
Pieces of April,USA,2528664,80,PG-13,11/28/2003,2003,11,2003,TRUE,3298353.59,Session
My Boss's Daughter,USA,15550605,86,PG-13,8/22/2003,2003,8,2003,TRUE,20283989.43,Break
How to Deal,USA,14108518,100,PG-13,7/18/2003,2003,7,2003,TRUE,18402951.52,Break
The Jungle Book 2,USA,47887943,72,G,2/14/2003,2003,2,2003,TRUE,62464356.17,Session
The Singing Detective,USA,336456,109,R,11/14/2003,2003,11,2003,TRUE,438868.4521,Session
Good Boy!,USA,37566230,100,PG,10/10/2003,2003,10,2003,TRUE,49000859.58,Session
The Fighting Temptations,USA,30238577,123,PG-13,9/19/2003,2003,9,2003,TRUE,39442772.55,Session
Piglet's Big Movie,USA,23103423,75,G,3/21/2003,2003,3,2003,TRUE,30135778.5,Session
Pride and Prejudice,USA,377271,100,PG,12/5/2003,2003,12,2003,TRUE,492106.9614,Break
Alex & Emma,USA,14208384,100,PG-13,6/20/2003,2003,6,2003,TRUE,18533215.32,Break
Deliver Us from Eva,USA,17334912,105,R,2/7/2003,2003,2,2003,TRUE,22611414.26,Session
The Battle of Shaker Heights,USA,279282,100,PG-13,8/22/2003,2003,8,2003,TRUE,364291.4944,Break
The Notebook,USA,81001787,123,PG-13,6/25/2004,2004,6,2004,TRUE,102916865.5,Break
Saw,USA,56000369,103,R,10/29/2004,2004,10,2004,TRUE,71151299.96,Session
Troy,USA,133378256,163,R,5/14/2004,2004,5,2004,TRUE,169463817.3,Break
The Village,USA,114197520,108,PG-13,7/30/2004,2004,7,2004,TRUE,145093722.5,Break
Hellboy,USA,59623958,122,PG-13,4/2/2004,2004,4,2004,TRUE,75755252.98,Session
Mean Girls,USA,86058055,97,PG-13,4/30/2004,2004,4,2004,TRUE,109341109.6,Session
The Incredibles,USA,261441092,115,PG,11/5/2004,2004,11,2004,TRUE,332174124.8,Session
Eternal Sunshine of the Spotless Mind,USA,34400301,108,R,3/19/2004,2004,3,2004,TRUE,43707321.56,Session
The Day After Tomorrow,USA,186740799,124,PG-13,5/28/2004,2004,5,2004,TRUE,237263626,Break
Kill Bill: Vol. 2,USA,66208183,137,R,4/16/2004,2004,4,2004,TRUE,84120843.71,Session
The Punisher,USA,33682273,124,R,4/16/2004,2004,4,2004,TRUE,42795030.68,Session
EuroTrip,USA,17718223,93,R,2/20/2004,2004,2,2004,TRUE,22511898.08,Session
Van Helsing,USA,120177084,131,PG-13,5/7/2004,2004,5,2004,TRUE,152691060.9,Break
The Girl Next Door,USA,14589444,108,R,4/9/2004,2004,4,2004,TRUE,18536626.18,Session
White Chicks,USA,70831760,109,PG-13,6/23/2004,2004,6,2004,TRUE,89995332.04,Break
Napoleon Dynamite,USA,44540956,96,PG,8/27/2004,2004,8,2004,TRUE,56591536.4,Break
The Butterfly Effect,USA,57938693,113,R,1/23/2004,2004,1,2004,TRUE,73614038.6,Session
Dawn of the Dead,USA,59020957,101,R,3/19/2004,2004,3,2004,TRUE,74989109.72,Session
The Passion of the Christ,USA,370782930,127,R,2/25/2004,2004,2,2004,TRUE,471098457.8,Session
The Life Aquatic with Steve Zissou,USA,24006726,119,R,12/25/2004,2004,12,2004,TRUE,30501759.06,Break
Closer,USA,33987757,104,R,12/3/2004,2004,12,2004,TRUE,43183163.55,Break
Dodgeball: A True Underdog Story,USA,114326736,92,PG-13,6/18/2004,2004,6,2004,TRUE,145257898,Break
King Arthur,USA,51882244,126,PG-13,7/7/2004,2004,7,2004,TRUE,65919013.95,Break
A Series of Unfortunate Events,USA,118627117,108,PG,12/17/2004,2004,12,2004,TRUE,150721749.4,Break
13 Going on 30,USA,57231747,98,PG-13,4/23/2004,2004,4,2004,TRUE,72715827.96,Session
Finding Neverland,USA,51680613,106,PG,12/17/2004,2004,12,2004,TRUE,65662831.57,Break
Spider-Man 2,USA,373585825,127,PG-13,6/30/2004,2004,6,2004,TRUE,474659677.6,Break
Collateral,USA,101005703,115,R,8/6/2004,2004,8,2004,TRUE,128332852.1,Break
"I, Robot",USA,144801023,115,PG-13,7/16/2004,2004,7,2004,TRUE,183977020.3,Break
The Bourne Supremacy,USA,176241941,108,PG-13,7/23/2004,2004,7,2004,TRUE,223924296.1,Break
Shrek 2,USA,436471036,93,PG,5/19/2004,2004,5,2004,TRUE,554558517.4,Break
Man on Fire,USA,77911774,146,R,4/23/2004,2004,4,2004,TRUE,98990847.76,Session
The Chronicles of Riddick,USA,57761012,119,PG-13,6/11/2004,2004,6,2004,TRUE,73388285.9,Break
A Cinderella Story,USA,51438175,95,PG,7/16/2004,2004,7,2004,TRUE,65354801.84,Break
The Terminal,USA,77872883,128,PG-13,6/18/2004,2004,6,2004,TRUE,98941434.78,Break
50 First Dates,USA,120908074,99,PG-13,2/13/2004,2004,2,2004,TRUE,153619820.6,Session
Anchorman: The Legend of Ron Burgundy,USA,85288303,94,PG-13,7/9/2004,2004,7,2004,TRUE,108363100.8,Break
AVP: Alien vs. Predator,USA,80282231,101,PG-13,8/13/2004,2004,8,2004,TRUE,102002633.2,Break
National Treasure,USA,173008894,131,PG,11/19/2004,2004,11,2004,TRUE,219816546.4,Session
The Princess Diaries 2: Royal Engagement,USA,95170481,113,G,8/11/2004,2004,8,2004,TRUE,120918907.5,Break
Blade: Trinity,USA,52411906,113,R,12/8/2004,2004,12,2004,TRUE,66591976.3,Break
Ocean's Twelve,USA,125544280,125,PG-13,12/10/2004,2004,12,2004,TRUE,159510354.7,Break
Along Came Polly,USA,88097164,90,PG-13,1/16/2004,2004,1,2004,TRUE,111931900.7,Session
Dirty Dancing: Havana Nights,USA,14161590,86,PG-13,2/27/2004,2004,2,2004,TRUE,17993016.05,Session
Harold & Kumar Go to White Castle,USA,18225165,88,R,7/30/2004,2004,7,2004,TRUE,23155993.52,Break
Team America: World Police,USA,32774834,98,R,10/15/2004,2004,10,2004,TRUE,41642083.56,Session
Ella Enchanted,USA,22918387,96,PG,4/9/2004,2004,4,2004,TRUE,29118969.34,Session
Garden State,USA,26782316,102,R,8/20/2004,2004,8,2004,TRUE,34028286.48,Break
The Stepford Wives,USA,59484742,93,PG-13,6/11/2004,2004,6,2004,TRUE,75578372.01,Break
Sleepover,USA,9436390,89,PG,7/9/2004,2004,7,2004,TRUE,11989410.56,Break
The Grudge,USA,110359362,91,PG-13,10/22/2004,2004,10,2004,TRUE,140217148.7,Session
The Polar Express,USA,183373735,100,G,11/10/2004,2004,11,2004,TRUE,232985600.9,Session
